age,job,marital,education,default,balance,housing,loan,pdays,previous,poutcome,result
34,housemaid,married,tertiary,no,0,no,no,-1,0,unknown,fail
45,retired,divorced,secondary,no,187,yes,no,-1,0,unknown,fail
35,admin.,married,secondary,no,5250,yes,no,146,1,failure,fail
34,services,married,secondary,no,1076,no,no,182,6,success,success
55,management,divorced,tertiary,no,-207,no,no,-1,0,unknown,fail
30,blue-collar,single,secondary,no,130,no,no,-1,0,unknown,fail
52,blue-collar,married,primary,no,36,no,no,-1,0,unknown,fail
42,blue-collar,married,primary,no,1288,yes,no,-1,0,unknown,fail
40,technician,married,secondary,no,1832,no,no,-1,0,unknown,fail
40,blue-collar,married,primary,no,12,yes,no,-1,0,unknown,fail
42,services,single,secondary,no,877,no,no,-1,0,unknown,fail
50,admin.,married,secondary,no,-130,yes,no,-1,0,unknown,fail
37,blue-collar,married,secondary,no,115,yes,yes,-1,0,unknown,fail
33,technician,single,tertiary,no,2164,yes,no,-1,0,unknown,fail
46,admin.,married,unknown,no,2115,yes,no,-1,0,unknown,fail
47,admin.,divorced,secondary,no,95,yes,yes,-1,0,unknown,fail
58,retired,married,secondary,no,-205,yes,no,-1,0,unknown,fail
55,admin.,married,secondary,no,139,no,no,-1,0,unknown,success
29,admin.,married,secondary,no,187,yes,yes,-1,0,unknown,fail
46,admin.,single,tertiary,no,377,yes,no,-1,0,unknown,fail
47,blue-collar,married,secondary,no,665,no,no,-1,0,unknown,fail
45,blue-collar,married,primary,no,1794,yes,no,-1,0,unknown,fail
44,technician,married,secondary,no,265,yes,no,-1,0,unknown,fail
35,management,married,tertiary,no,0,yes,yes,-1,0,unknown,fail
35,admin.,married,secondary,no,437,yes,no,-1,0,unknown,fail
33,blue-collar,single,secondary,no,307,yes,no,-1,0,unknown,fail
40,admin.,single,secondary,no,1200,yes,no,156,8,failure,fail
50,blue-collar,,secondary,no,1176,no,no,-1,0,unknown,fail
,blue-collar,married,primary,no,381,no,no,-1,0,unknown,fail
38,blue-collar,divorced,secondary,no,316,yes,no,247,2,success,fail
40,technician,married,secondary,no,257,yes,no,-1,0,unknown,fail
30,management,single,tertiary,no,0,no,no,-1,0,unknown,fail
55,management,married,tertiary,no,740,no,no,-1,0,unknown,fail
43,management,married,tertiary,no,703,yes,no,-1,0,unknown,fail
34,admin.,married,secondary,no,1551,yes,yes,82,4,other,fail
40,blue-collar,married,secondary,,0,yes,no,-1,0,unknown,fail
44,entrepreneur,divorced,tertiary,no,134,yes,no,-1,0,unknown,fail
31,management,single,tertiary,no,816,yes,no,-1,0,unknown,fail
33,technician,married,secondary,no,557,no,no,-1,0,unknown,success
48,management,married,secondary,no,2294,yes,no,-1,0,unknown,fail
36,unemployed,married,secondary,yes,-318,yes,no,-1,0,unknown,fail
41,admin.,divorced,secondary,no,348,yes,no,-1,0,unknown,fail
52,retired,divorced,tertiary,no,3687,yes,yes,-1,0,unknown,success
28,admin.,single,secondary,no,-281,yes,no,340,4,other,fail
45,unemployed,divorced,secondary,no,3354,yes,no,-1,0,unknown,success
60,housemaid,married,primary,no,15,no,no,-1,0,unknown,fail
50,management,married,tertiary,no,782,no,no,-1,0,unknown,fail
39,blue-collar,married,primary,no,451,yes,no,-1,0,unknown,fail
29,student,single,unknown,no,7585,no,no,-1,0,unknown,fail
34,management,single,tertiary,no,125,yes,yes,-1,0,unknown,fail
34,services,single,secondary,no,1758,yes,no,-1,0,unknown,fail
37,blue-collar,married,secondary,yes,1147,yes,yes,-1,0,unknown,fail
30,self-employed,single,tertiary,no,76,no,yes,-1,0,,fail
53,management,married,tertiary,no,952,yes,yes,-1,0,unknown,fail
26,blue-collar,single,secondary,no,-93,yes,no,-1,0,unknown,fail
54,blue-collar,married,primary,no,489,yes,yes,287,3,other,fail
33,management,single,tertiary,no,62,yes,no,-1,0,unknown,success
38,blue-collar,married,secondary,no,451,no,no,-1,0,unknown,fail
30,management,single,tertiary,no,7788,no,no,-1,0,unknown,fail
52,entrepreneur,married,primary,no,2138,no,no,-1,0,unknown,fail
36,technician,single,tertiary,no,3241,yes,yes,-1,0,unknown,fail
35,technician,single,secondary,no,362,yes,no,-1,0,unknown,fail
44,management,divorced,tertiary,no,0,no,no,-1,0,unknown,fail
45,admin.,divorced,secondary,no,2353,yes,no,74,3,success,fail
34,blue-collar,single,secondary,no,1599,yes,no,-1,0,unknown,fail
34,management,single,tertiary,no,705,yes,no,,0,unknown,fail
34,blue-collar,married,secondary,no,855,no,yes,-1,0,unknown,fail
30,technician,single,tertiary,no,0,yes,no,424,8,success,success
26,technician,single,secondary,no,3,yes,no,-1,0,unknown,fail
46,blue-collar,married,primary,no,248,no,yes,-1,0,unknown,fail
35,management,married,tertiary,no,182,no,no,-1,0,unknown,fail
56,blue-collar,married,primary,no,2765,no,no,-1,0,unknown,fail
48,blue-collar,married,secondary,no,1562,no,no,-1,0,unknown,fail
26,management,single,tertiary,no,3944,yes,no,-1,0,unknown,success
32,blue-collar,married,primary,no,4,yes,no,-1,0,unknown,fail
53,blue-collar,married,unknown,no,593,no,no,-1,0,unknown,fail
32,management,single,tertiary,no,7419,yes,no,-1,0,unknown,fail
48,blue-collar,divorced,secondary,no,4597,yes,no,-1,0,unknown,fail
28,services,single,secondary,no,3331,yes,no,-1,0,unknown,fail
40,self-employed,married,primary,no,92,yes,no,-1,0,unknown,fail
36,management,married,tertiary,no,900,yes,no,-1,0,unknown,fail
56,management,single,secondary,no,237,yes,no,131,4,failure,fail
37,admin.,married,secondary,no,1335,yes,no,262,4,other,fail
42,management,married,secondary,no,218,yes,no,361,1,failure,fail
37,technician,married,tertiary,no,8730,yes,no,-1,0,unknown,fail
39,technician,divorced,secondary,no,807,yes,yes,260,6,failure,fail
41,technician,married,secondary,no,-366,yes,yes,-1,0,unknown,fail
54,housemaid,divorced,secondary,yes,34,no,no,-1,0,unknown,fail
53,unknown,divorced,tertiary,no,2272,yes,no,-1,0,unknown,fail
47,technician,married,secondary,no,147,no,no,-1,0,unknown,fail
44,services,married,secondary,no,-22,,no,-1,0,unknown,fail
35,services,married,secondary,no,0,no,no,-1,0,unknown,fail
32,blue-collar,married,secondary,no,119,no,no,-1,0,unknown,fail
26,technician,single,tertiary,no,36,no,yes,-1,0,unknown,fail
49,unemployed,married,tertiary,no,-471,yes,no,185,7,failure,fail
54,technician,divorced,secondary,no,765,yes,yes,-1,0,unknown,fail
48,admin.,married,secondary,no,17957,no,no,-1,0,unknown,fail
43,housemaid,single,primary,no,24,no,no,-1,0,unknown,fail
42,blue-collar,married,secondary,no,4,yes,yes,-1,0,unknown,fail
59,retired,married,secondary,no,0,no,no,100,6,other,fail
55,management,married,tertiary,no,36,no,yes,-1,0,unknown,fail
34,management,single,tertiary,no,1190,no,no,-1,0,unknown,fail
48,technician,married,tertiary,no,310,no,no,-1,0,unknown,fail
59,services,single,secondary,no,0,no,no,-1,0,unknown,fail
20,student,single,unknown,no,179,no,no,182,6,failure,fail
36,technician,single,secondary,no,656,no,no,-1,0,unknown,fail
38,management,married,tertiary,,12855,yes,no,-1,0,unknown,fail
40,blue-collar,married,primary,yes,-509,yes,no,-1,0,unknown,fail
39,admin.,single,secondary,no,1078,no,no,-1,0,unknown,fail
35,housemaid,married,primary,no,0,yes,no,-1,0,unknown,fail
53,services,married,secondary,no,514,yes,no,-1,0,unknown,fail
52,management,single,tertiary,no,2290,no,no,268,2,other,fail
40,self-employed,married,secondary,no,1749,no,no,-1,0,unknown,fail
30,blue-collar,divorced,primary,no,2597,yes,no,349,3,failure,fail
41,services,married,secondary,no,108,yes,yes,-1,0,unknown,fail
67,retired,married,primary,no,708,no,no,-1,0,unknown,fail
42,management,married,secondary,yes,-34,no,no,-1,0,,fail
44,management,single,secondary,no,3684,yes,no,179,3,failure,fail
41,unemployed,divorced,secondary,no,271,yes,no,-1,0,unknown,fail
57,retired,married,secondary,no,256,no,no,-1,0,unknown,fail
59,housemaid,married,primary,no,182,no,no,-1,0,unknown,fail
29,management,single,tertiary,no,0,yes,no,-1,0,unknown,success
43,services,married,secondary,no,6346,yes,no,-1,0,unknown,fail
38,blue-collar,married,secondary,no,329,yes,yes,-1,0,unknown,fail
40,services,married,primary,no,33,no,no,-1,0,,fail
33,admin.,single,secondary,no,1834,yes,no,-1,0,unknown,fail
53,retired,single,secondary,no,1421,yes,no,-1,0,unknown,fail
35,management,married,tertiary,no,1550,yes,no,,0,unknown,fail
30,blue-collar,married,secondary,no,1131,yes,yes,-1,0,unknown,fail
25,self-employed,single,unknown,no,1179,no,no,185,3,failure,fail
29,services,married,secondary,no,3748,no,no,-1,0,unknown,fail
47,technician,married,secondary,no,0,yes,no,-1,0,unknown,fail
30,blue-collar,single,secondary,no,99,yes,no,-1,0,unknown,fail
27,services,married,secondary,no,0,yes,no,-1,0,unknown,fail
32,blue-collar,single,secondary,no,1143,yes,yes,300,1,failure,fail
49,management,married,tertiary,no,1167,yes,yes,91,14,success,success
28,student,single,secondary,no,154,yes,no,,0,unknown,fail
32,management,married,tertiary,no,1667,yes,no,-1,0,unknown,fail
33,admin.,married,secondary,yes,-675,yes,no,-1,0,unknown,fail
74,retired,married,tertiary,no,1124,no,no,-1,0,unknown,fail
55,technician,married,tertiary,no,11,no,no,-1,0,unknown,fail
36,management,married,tertiary,no,1604,yes,no,-1,0,unknown,fail
35,services,married,secondary,no,372,yes,no,-1,0,unknown,fail
57,blue-collar,married,primary,no,831,no,no,-1,0,unknown,fail
27,unemployed,single,primary,no,223,no,no,-1,0,unknown,fail
27,services,single,secondary,no,70,yes,no,-1,0,unknown,fail
38,admin.,single,secondary,no,262,no,no,180,6,failure,success
38,technician,married,secondary,no,-421,yes,no,332,5,failure,fail
42,management,married,tertiary,no,0,yes,no,-1,0,unknown,fail
30,blue-collar,single,primary,no,334,no,no,-1,0,unknown,fail
28,blue-collar,married,secondary,no,1113,yes,no,108,2,other,fail
39,technician,married,tertiary,no,123,yes,no,-1,0,unknown,fail
53,technician,married,secondary,no,6831,no,no,-1,0,unknown,success
57,retired,married,primary,no,177,no,yes,-1,0,unknown,fail
37,housemaid,married,secondary,no,12939,yes,yes,-1,0,unknown,fail
29,technician,single,tertiary,no,1669,no,no,86,1,success,fail
57,retired,married,secondary,no,573,no,no,-1,0,unknown,fail
48,management,married,secondary,yes,-998,yes,no,-1,0,unknown,fail
53,management,divorced,primary,no,-17,yes,yes,-1,0,unknown,fail
32,management,divorced,tertiary,no,12,no,no,-1,0,unknown,fail
35,blue-collar,divorced,primary,no,21,yes,no,-1,0,unknown,fail
47,unknown,divorced,primary,no,0,no,no,-1,0,unknown,fail
35,services,divorced,secondary,no,305,no,no,-1,0,unknown,fail
43,services,divorced,tertiary,no,2279,no,yes,-1,0,unknown,fail
41,blue-collar,married,secondary,no,2067,yes,no,325,4,failure,fail
51,admin.,single,secondary,yes,-2,no,no,-1,0,unknown,fail
37,services,married,secondary,no,0,no,no,-1,0,unknown,fail
39,admin.,married,unknown,no,3252,no,no,-1,0,unknown,fail
48,self-employed,married,tertiary,no,147,no,yes,-1,0,unknown,fail
28,blue-collar,married,primary,no,115,yes,no,-1,0,unknown,fail
45,technician,married,unknown,no,886,yes,no,-1,0,unknown,fail
53,technician,married,secondary,no,910,no,no,-1,0,unknown,fail
35,housemaid,married,primary,no,8127,no,no,-1,0,unknown,fail
29,admin.,single,secondary,no,1261,no,no,-1,0,unknown,fail
31,management,married,tertiary,no,1331,no,no,90,1,success,success
38,entrepreneur,single,tertiary,yes,-38,yes,no,-1,0,unknown,fail
48,management,married,tertiary,no,3494,no,no,97,1,other,fail
30,management,single,tertiary,no,502,no,no,95,6,success,success
30,blue-collar,married,primary,no,4,yes,no,-1,0,unknown,fail
42,technician,divorced,tertiary,no,2611,yes,no,389,3,failure,success
41,management,married,tertiary,no,4063,yes,no,-1,0,unknown,fail
71,technician,married,tertiary,no,383,no,no,-1,0,unknown,success
33,admin.,married,secondary,no,4902,yes,no,-1,0,unknown,fail
27,services,divorced,secondary,no,10,yes,no,-1,0,unknown,fail
27,entrepreneur,married,secondary,no,97,yes,yes,-1,0,unknown,fail
40,blue-collar,married,secondary,no,275,yes,no,-1,0,unknown,fail
31,technician,married,secondary,yes,-367,yes,no,-1,0,unknown,success
51,blue-collar,divorced,secondary,no,1524,yes,no,-1,0,unknown,fail
34,blue-collar,divorced,secondary,no,1125,yes,yes,-1,0,unknown,fail
37,retired,married,secondary,no,-252,no,no,-1,0,unknown,fail
30,admin.,single,tertiary,no,371,no,no,-1,0,unknown,fail
58,admin.,divorced,secondary,no,3058,yes,no,368,1,failure,fail
42,management,married,tertiary,no,202,no,no,-1,0,unknown,fail
50,services,divorced,secondary,no,81,no,no,-1,0,unknown,fail
31,self-employed,single,tertiary,no,275,no,no,-1,0,unknown,fail
32,unemployed,single,tertiary,no,99,no,no,-1,0,unknown,fail
28,services,single,secondary,no,1950,no,no,-1,0,unknown,fail
34,management,single,tertiary,no,1891,yes,no,-1,0,unknown,fail
48,blue-collar,divorced,primary,no,183,no,no,-1,0,unknown,success
54,blue-collar,married,primary,no,1173,no,no,-1,0,unknown,fail
33,services,divorced,secondary,no,-395,yes,no,-1,0,unknown,fail
29,admin.,single,secondary,no,11,no,no,-1,0,unknown,fail
28,blue-collar,married,secondary,no,251,yes,no,-1,0,unknown,fail
38,blue-collar,married,secondary,no,1205,yes,no,153,1,failure,fail
31,blue-collar,single,secondary,no,1257,yes,no,-1,0,,fail
36,housemaid,divorced,secondary,no,-289,no,no,-1,0,unknown,fail
44,management,married,tertiary,no,1802,no,no,-1,0,unknown,fail
49,services,married,secondary,no,66,yes,yes,-1,0,unknown,fail
26,self-employed,married,tertiary,no,219,no,no,-1,0,unknown,fail
28,management,single,tertiary,no,1530,no,no,-1,0,unknown,fail
31,blue-collar,married,secondary,no,1078,yes,no,330,3,other,fail
36,management,single,tertiary,no,515,yes,no,-1,0,unknown,fail
42,technician,single,secondary,no,568,yes,no,341,2,failure,fail
40,management,married,tertiary,no,1213,no,no,-1,0,unknown,fail
30,blue-collar,married,secondary,no,5,no,no,-1,0,unknown,success
27,technician,single,tertiary,no,434,yes,no,-1,0,unknown,fail
40,blue-collar,married,primary,no,409,yes,no,-1,0,unknown,fail
39,entrepreneur,married,tertiary,no,442,no,no,-1,0,unknown,fail
33,blue-collar,married,secondary,no,372,yes,no,-1,0,unknown,fail
32,admin.,single,secondary,no,294,yes,no,-1,0,unknown,fail
34,housemaid,married,tertiary,no,1265,yes,no,-1,0,unknown,fail
52,housemaid,married,primary,no,10943,no,no,-1,0,unknown,success
33,unknown,married,tertiary,no,8971,no,no,-1,0,unknown,fail
57,admin.,divorced,secondary,no,3058,yes,no,-1,0,unknown,fail
31,technician,single,secondary,no,691,yes,no,-1,0,unknown,fail
33,blue-collar,married,secondary,no,-241,yes,yes,-1,0,unknown,fail
27,admin.,single,secondary,no,450,yes,no,-1,0,unknown,fail
42,services,married,secondary,no,0,yes,no,-1,0,unknown,fail
41,management,single,tertiary,no,3013,,no,-1,0,unknown,fail
53,management,married,tertiary,no,6571,no,no,-1,0,unknown,success
33,blue-collar,married,secondary,no,0,yes,no,181,1,other,fail
30,admin.,divorced,secondary,no,1320,yes,yes,362,1,failure,fail
34,housemaid,married,primary,no,4,no,no,-1,0,unknown,fail
29,admin.,single,secondary,no,-498,yes,no,227,14,failure,fail
33,admin.,married,secondary,no,2228,yes,no,-1,0,unknown,fail
41,self-employed,married,secondary,no,3123,yes,no,-1,0,unknown,fail
48,management,married,secondary,no,3663,yes,no,-1,0,unknown,fail
45,blue-collar,single,primary,no,116,yes,no,365,1,failure,fail
32,services,married,secondary,no,-479,yes,no,,0,unknown,fail
30,admin.,married,secondary,no,457,yes,no,-1,0,unknown,fail
57,admin.,married,unknown,no,596,no,no,-1,0,unknown,fail
39,management,single,tertiary,no,0,yes,no,9,2,other,fail
54,technician,single,unknown,no,447,yes,no,-1,0,unknown,fail
42,management,married,secondary,no,-189,yes,no,-1,0,unknown,fail
44,services,married,secondary,no,1864,yes,no,-1,0,unknown,fail
41,management,single,tertiary,no,1373,no,no,-1,0,unknown,fail
43,self-employed,married,tertiary,no,423,no,no,-1,0,unknown,fail
40,admin.,married,secondary,no,0,yes,no,-1,0,unknown,fail
31,student,single,unknown,no,2347,no,no,-1,0,unknown,fail
29,housemaid,married,secondary,no,1104,yes,no,-1,0,unknown,fail
39,entrepreneur,divorced,tertiary,no,0,no,no,-1,0,unknown,fail
30,blue-collar,single,secondary,no,783,no,yes,-1,0,unknown,fail
48,admin.,married,secondary,no,156,no,no,-1,0,unknown,success
38,technician,single,secondary,no,373,yes,no,-1,0,unknown,fail
26,blue-collar,married,secondary,no,484,yes,no,-1,0,unknown,fail
33,management,married,tertiary,no,1782,yes,no,-1,0,unknown,fail
56,retired,married,secondary,no,74,yes,no,-1,0,unknown,fail
39,admin.,married,secondary,no,130,yes,yes,-1,0,unknown,success
36,technician,divorced,secondary,no,1,no,no,-1,0,unknown,success
33,admin.,single,tertiary,no,280,no,no,-1,0,unknown,fail
30,management,single,tertiary,no,617,no,no,-1,0,unknown,success
34,admin.,divorced,secondary,no,1268,yes,no,-1,0,unknown,fail
31,admin.,single,secondary,no,255,no,no,181,1,success,fail
50,management,married,tertiary,no,4374,yes,no,113,3,failure,fail
57,housemaid,divorced,primary,no,395,no,no,-1,0,unknown,fail
35,entrepreneur,single,tertiary,no,145,yes,no,-1,0,unknown,success
34,technician,married,secondary,no,580,yes,no,-1,0,unknown,fail
57,technician,divorced,secondary,no,910,yes,no,-1,0,unknown,fail
47,blue-collar,married,secondary,no,812,yes,no,-1,0,unknown,fail
35,admin.,single,secondary,no,182,yes,no,-1,0,unknown,fail
49,management,divorced,tertiary,no,348,no,no,-1,0,unknown,success
28,blue-collar,single,primary,no,551,no,no,-1,0,unknown,fail
44,blue-collar,married,secondary,no,249,yes,yes,-1,0,unknown,fail
33,management,single,tertiary,no,541,yes,yes,182,1,failure,fail
45,blue-collar,divorced,secondary,no,0,no,no,-1,0,unknown,fail
28,management,single,tertiary,no,7544,yes,no,-1,0,unknown,fail
27,admin.,single,secondary,no,-541,yes,yes,-1,0,unknown,fail
45,entrepreneur,married,secondary,no,-479,yes,no,-1,0,unknown,fail
36,blue-collar,married,primary,no,4138,no,no,-1,0,unknown,fail
38,technician,married,secondary,no,61,yes,no,-1,0,unknown,fail
57,unemployed,married,secondary,no,1350,no,no,388,1,failure,fail
37,self-employed,married,secondary,no,215,yes,no,-1,0,unknown,fail
